"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Eric Decker",5800,"NYJ@Hou 01:00PM ET",17.338,"NYJ"
"RB","Latavius Murray",5600,"Oak@Det 01:00PM ET",14.456,"Oak"
"RB","Jeremy Langford",5600,"Den@Chi 01:00PM ET",10.056,"Chi"
"QB","Matt Hasselbeck",5500,"Ind@Atl 01:00PM ET",15.800,"Ind"
"QB","Sam Bradford",5500,"TB@Phi 01:00PM ET",14.887,"Phi"
"QB","Matthew Stafford",5400,"Oak@Det 01:00PM ET",16.689,"Det"
"QB","Joe Flacco",5300,"StL@Bal 01:00PM ET",19.664,"Bal"
"RB","James Starks",5300,"GB@Min 04:25PM ET",11.633,"GB"
"RB","Danny Woodhead",5300,"KC@SD 04:05PM ET",16.678,"SD"
"RB","Doug Martin",5300,"TB@Phi 01:00PM ET",15.711,"TB"
"QB","Kirk Cousins",5300,"Was@Car 01:00PM ET",17.980,"Was"
"QB","Brian Hoyer",5200,"NYJ@Hou 01:00PM ET",17.351,"Hou"
"WR","John Brown",5200,"Cin@Ari 08:30PM ET",14.313,"Ari"
"QB","Jay Cutler",5100,"Den@Chi 01:00PM ET",19.038,"Chi"
"TE","Jason Witten",5100,"Dal@Mia 01:00PM ET",11.611,"Dal"
"WR","DeSean Jackson",5100,"Was@Car 01:00PM ET",3.633,"Was"
"QB","Ryan Tannehill",5100,"Dal@Mia 01:00PM ET",18.264,"Mia"
"QB","Matt Cassel",5000,"Dal@Mia 01:00PM ET",9.992,"Dal"
"QB","Charlie Whitehurst",5000,"Ind@Atl 01:00PM ET",0.000,"Ind"
"QB","Tarvaris Jackson",5000,"SF@Sea 04:25PM ET",0,"Sea"
"QB","Derek Anderson",5000,"Was@Car 01:00PM ET",0,"Car"
"QB","Ryan Fitzpatrick",5000,"NYJ@Hou 01:00PM ET",16.747,"NYJ"
"QB","Dan Orlovsky",5000,"Oak@Det 01:00PM ET",3.680,"Det"
"QB","Kellen Clemens",5000,"KC@SD 04:05PM ET",6.520,"SD"
"QB","Shaun Hill",5000,"GB@Min 04:25PM ET",0.500,"Min"
"QB","Matt Moore",5000,"Dal@Mia 01:00PM ET",0.360,"Mia"
"QB","Drew Stanton",5000,"Cin@Ari 08:30PM ET",-0.100,"Ari"
"QB","Alex Smith",5000,"KC@SD 04:05PM ET",17.602,"KC"
"WR","James Jones",5000,"GB@Min 04:25PM ET",12.367,"GB"
"QB","Matt Schaub",5000,"StL@Bal 01:00PM ET",0,"Bal"
"RB","Darren McFadden",5000,"Dal@Mia 01:00PM ET",12.289,"Dal"
"QB","Joe Webb",5000,"Was@Car 01:00PM ET",-0.011,"Car"
"QB","Mark Sanchez",5000,"TB@Phi 01:00PM ET",5.640,"Phi"
"QB","Chase Daniel",5000,"KC@SD 04:05PM ET",0.160,"KC"
"QB","Colt McCoy",5000,"Was@Car 01:00PM ET",0.000,"Was"
"QB","Colin Kaepernick",5000,"SF@Sea 04:25PM ET",13.578,"SF"
"QB","T.J. Yates",5000,"NYJ@Hou 01:00PM ET",6.560,"Hou"
"QB","Scott Tolzien",5000,"GB@Min 04:25PM ET",0.000,"GB"
"WR","Jeremy Maclin",5000,"KC@SD 04:05PM ET",15.138,"KC"
"QB","Thaddeus Lewis",5000,"TB@Phi 01:00PM ET",0,"Phi"
"QB","Case Keenum",5000,"StL@Bal 01:00PM ET",0.000,"StL"
"QB","Jimmy Clausen",5000,"Den@Chi 01:00PM ET",3.580,"Chi"
"QB","Brandon Weeden",5000,"Dal@Mia 01:00PM ET",9.630,"Dal"
"QB","Nick Foles",5000,"StL@Bal 01:00PM ET",10.791,"StL"
"QB","Robert Griffin III",5000,"Was@Car 01:00PM ET",0,"Was"
"QB","Blaine Gabbert",5000,"SF@Sea 04:25PM ET",16.600,"SF"
"QB","Sean Renfree",5000,"Ind@Atl 01:00PM ET",-0.400,"Atl"
"QB","Mike Glennon",5000,"TB@Phi 01:00PM ET",0,"TB"
"QB","Ryan Griffin",5000,"TB@Phi 01:00PM ET",0,"TB"
"QB","Matt McGloin",5000,"Oak@Det 01:00PM ET",11.680,"Oak"
"QB","Matt Barkley",5000,"Cin@Ari 08:30PM ET",0,"Ari"
"QB","Aaron Murray",5000,"KC@SD 04:05PM ET",0,"KC"
"QB","Brock Osweiler",5000,"Den@Chi 01:00PM ET",5.320,"Den"
"QB","Bryce Petty",5000,"NYJ@Hou 01:00PM ET",0,"NYJ"
