2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
10,"Brandon Gibson*, NE WR  IR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
11,"Brian Hartline, Cle WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
12,"Percy Harvin*, Buf WR  IR",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
13,"Darrius Heyward-Bey, Pit WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
14,"Louis Murphy*, TB WR  IR",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
15,"Hakeem Nicks, NYG WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
16,"Jordan Norwood, Den WR",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
17,"Julian Edelman*, NE WR  O",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
18,"Sam Bradford*, Phi QB  O",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
19,"C.J. Spiller, NO RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
20,"Ryan Mathews*, Phi RB  O",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
21,"Toby Gerhart, Jax RB  P",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
22,"Boobie Dixon, Buf RB",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
23,"Arrelious Benn*, Jax WR  IR",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
24,"Marcus Easley, Buf WR",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
25,"Dennis Pitta*, Bal TE  IR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
26,"Dorin Dickerson*, Ten TE  IR",@Jax,L 13-19,0/0,0,0,0,0,0,0,0,0,0,0
27,"Jim Dray, Cle TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
28,"Garrett Graham, Hou TE",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
29,"Michael Hoomanawanui, NO TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
30,"Anthony McCoy, Wsh TE",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
31,"Andrew Quarless*, GB TE  IR",@Min,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
32,"Joe Webb, Car QB",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
33,"Kyle Williams*, Den WR  IR",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
34,"Seyi Ajirotutu, Phi WR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
35,"Richie Brockel, Car TE",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
36,"Victor Cruz*, NYG WR  IR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
37,"Marlon Moore, Cle WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
38,"David Nelson*, Pit WR  IR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
39,"Logan Paulsen*, Wsh TE  IR",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
40,"Antonio Brown, Pit WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
41,"James Develin*, NE RB  IR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
42,"Tyler Clutts, Dal RB",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Andrew Hawkins, Cle WR  Q",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
4,"Mark Ingram, NO RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
5,"Colin Kaepernick*, SF QB  IR",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
6,"Rob Housler*, Cle TE  O",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
7,"Shane Vereen, NYG RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
8,"Ricky Stanzi, NYG QB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
9,"Dwayne Harris, NYG WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
10,"Niles Paul*, Wsh TE  IR",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
11,"Jordan Todman, Pit RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
12,"Jacquizz Rodgers*, Chi RB  IR",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
13,"Dion Lewis*, NE RB  IR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
14,"Richard Gordon, Den TE",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
15,"Anthony Allen, Bal RB",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
16,"Armon Binns, KC WR",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
17,"Robert Hughes, Ari RB",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
18,"Ricardo Lockette*, Sea WR  IR",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
19,"Joe Morgan, Bal WR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
20,"Allen Reisner*, Bal TE  IR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
21,"Konrad Reuland, Bal TE",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
22,"Will Johnson, Pit RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
23,"Andrew Luck*, Ind QB  O",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
24,"Robert Griffin, Wsh QB",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
25,"Kellen Moore, Dal QB",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
26,"Isaiah Pead, Pit RB  Q",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
27,"Bernard Pierce*, Jax RB  O",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
28,"Ladarius Green, SD TE  Q",KC,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
29,"Justin Blackmon, Jax WR  SSPD",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
30,"Kendall Wright*, Ten WR  O",@Jax,L 13-19,0/0,0,0,0,0,0,0,0,0,0,0
31,"Stephen Hill*, Car WR  IR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
32,"Rueben Randle, NYG WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
33,"Alshon Jeffery, Chi WR  Q",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
34,"T.J. Graham, NO WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
35,"Nick Toon, NO WR  Q",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
36,"Devon Wylie, Oak WR",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
37,"Travis Benjamin, Cle WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
38,"Bryce Brown, Sea RB",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
39,"Collin Mooney*, Atl RB  IR",Ind,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
40,"Austin Davis, Cle QB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
41,"Nathan Palmer, Den WR",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
42,"Chris Owusu*, NYJ WR  IR",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Brian Tyms*, NE WR  IR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
4,"Phillip Supernaw, Ten TE",@Jax,L 13-19,0/0,0,0,0,0,0,0,0,0,0,0
5,"Joe Banyard*, Jax RB  O",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
6,"G.J. Kinne, Phi QB",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
7,"Derrick Coleman, Sea RB",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
8,"Jonas Gray, Mia RB",Dal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
9,"Lance Dunbar*, Dal RB  IR",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
10,"Dominique Jones, Den TE",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
11,"Rod Streater, Oak WR",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
12,"Matt Simms, Buf QB",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
13,"Deonte Thompson, Chi WR",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
14,"Sean McGrath, SD TE",KC,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
15,"LaRon Byrd, Mia WR",Dal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
16,"Chase Ford, Bal TE",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
17,"Cooper Helfet, Sea TE",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
18,"Brandon Bostick, Min TE",GB,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
19,"Alex Tanney, Ten QB",@Jax,L 13-19,0/0,0,0,0,0,0,0,0,0,0,0
20,"Josh Gordon, Cle WR  SSPD",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
21,"Larry Donnell, NYG TE  Q",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
22,"Ifeanyi Momah*, Ari WR  IR",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
23,"Keenan Allen*, SD WR  IR",KC,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
24,"Stedman Bailey, StL WR  SSPD",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
25,"Le'Veon Bell*, Pit RB  IR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
26,"Marquise Goodwin*, Buf WR  IR",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
27,"Justin Hunter*, Ten WR  IR",@Jax,L 13-19,0/0,0,0,0,0,0,0,0,0,0,0
28,"Christine Michael, FA RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
29,"Markus Wheaton, Pit WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
30,"Ryan Nassib, NYG QB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
31,"Brice Butler*, Dal WR  O",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
32,"B.J. Daniels, Sea QB, WR",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
33,"Landry Jones, Pit QB  Q",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
34,"Tavarres King, TB WR",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
35,"Zac Dysert, Chi QB",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
36,"Matt Barkley, Ari QB",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
37,"Mike Gillislee, Buf RB",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
38,"Mike James, TB RB",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
39,"Stepfan Taylor, Ari RB",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
40,"Justice Cunningham, StL TE  Q",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
41,"Josh Boyce*, NE WR  IR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
42,"Brad Sorensen, SD QB",KC,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Kerwynn Williams, Ari RB",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
4,"Michael Hill*, Dal RB  IR",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
5,"Ryan Griffin, TB QB",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
6,"Josh Hill, NO TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
7,"Chris Pantale, Chi TE",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
8,"Russell Shepard, TB WR",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
9,"Ryan Spadola, Ari WR",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
10,"Matthew Tucker*, Phi RB  IR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
11,"Jeff Tuel, Jax QB",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
12,"Tyler Bray*, KC QB  O",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
13,"Timothy Wright, Det TE",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
14,"Brandon Williams, Mia TE",Dal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
15,"MarQueis Gray*, Buf TE  IR",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
16,"Joseph Fauria, Ari TE",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
17,"Zach Line, Min RB",GB,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
18,"Rodney Smith, Cle WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
19,"Zach Sudfeld*, NYJ TE  IR",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
20,"George Winn, Det RB",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
21,"Jake Stoneburner, Mia TE",Dal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
22,"Cierre Wood*, Buf RB  IR",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
23,"Khiry Robinson*, NO RB  IR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
24,"Myles White, NYG WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
25,"Kelvin Benjamin*, Car WR  IR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
26,"Brandin Cooks, NO WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
27,"Odell Beckham Jr., NYG WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
28,"Johnny Manziel, Cle QB  P",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
29,"Carlos Hyde*, SF RB  O",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
30,"Paul Richardson*, Sea WR  O",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
31,"Terrance West, Bal RB",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
32,"Jace Amaro*, NYJ TE  IR",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
33,"Austin Seferian-Jenkins, TB TE  Q",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
34,"Troy Niklas, Ari TE",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
35,"Garrett Gilbert, Det QB",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
36,"Logan Thomas, Mia QB",Dal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
37,"David Fales, Chi QB",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
38,"Jared Abbrederis*, GB WR  O",@Min,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
39,"Tyler Gaffney*, NE RB  IR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
40,"Kevin Norwood, Car WR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
41,"Martavis Bryant, Pit WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
42,"Andre Williams, NYG RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Keith Wenning, Cin QB",@Ari,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
4,"Jalen Saunders, NE WR  SSPD",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
5,"Tom Savage*, Hou QB  IR",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
6,"Lorenzo Taliaferro*, Bal RB  IR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
7,"Aaron Murray, KC QB",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
8,"Isaiah Crowell, Cle RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
9,"Corey Washington, NYG WR  Q",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
10,"Kapri Bibbs, Den RB",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
11,"Branden Oliver*, SD RB  IR",KC,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
12,"Robert Herron*, TB WR  IR",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
13,"Brandon Coleman, NO WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
14,"Marcus Harris*, NYG WR  IR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
15,"Arthur Lynch, NYJ TE",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
16,"Michael Campanaro*, Bal WR  IR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
17,"Tevin Reese, Cin WR",@Ari,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
18,"Darrin Reaves, KC RB",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
19,"Silas Redd*, Wsh RB  IR",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
20,"Taylor Gabriel, Cle WR  Q",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
21,"Adam Thielen, Min WR  P",GB,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
22,"Trey Watts, StL RB  SSPD",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
23,"Willie Snead, NO WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
24,"Austin Johnson, NO RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
25,"Brian Leonhardt, Oak TE",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
26,"Chuck Jacobs, SF WR",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
27,"James Wright*, Cin WR  IR",@Ari,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
28,"Isaiah Burse, Den WR",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
29,"Trey Burton, Phi TE",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
30,"Alex Bayer, StL TE",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
31,"Damian Copeland, Jax WR",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
32,"Jonathan Krause*, NE WR  IR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
33,"Orleans Darkwa, NYG RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
34,"Senorise Perry*, Chi RB  IR",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
35,"Glenn Winston, Cle RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
36,"Zurlon Tipton, Ind RB",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
37,"Fitzgerald Toussaint, Bal RB",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
38,"Julian Talley, NYG WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
39,"Marcel Jensen, Den TE",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
40,"Asante Cleveland, NE TE",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
41,"Nic Jacobs, Jax TE",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
42,"Freddie Martino, Phi WR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"RaShaun Allen, Sea TE",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
4,"Connor Shaw*, Cle QB  IR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
5,"Andre Debose*, Oak WR  IR",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
6,"Bryce Petty, NYJ QB",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
7,"James O'Shaughnessy*, KC TE  IR",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
8,"DiAndre Campbell, SF WR",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
9,"Randall Telfer, Cle TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
10,"Gerald Christian*, Ari TE  IR",Cin,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
11,"Geremy Davis, NYG WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
12,"Da'Ron Brown, KC WR",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
13,"Neal Sterling, Jax WR",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
14,"Marcus Murphy, NO RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
15,"Kenny Bell*, TB WR  IR",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
16,"Dres Anderson*, SF WR  IR",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
17,"DeAndrew White, SF WR",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
18,"Malcolm Johnson, Cle TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
19,"Kaelin Clay, Bal WR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
20,"Sean Mannion, StL QB",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
21,"Joey Iosefa, TB RB",@Phi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
22,"Chris Manhertz, NO TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
23,"Dezmin Lewis, Buf WR",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
24,"Sammie Coates, Pit WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
25,"C.J. Uzomah, Cin TE",@Ari,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
26,"Garrett Grayson, NO QB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
27,"Jeff Heuerman*, Den TE  IR",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
28,"Evan Spencer, Wsh WR",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
29,"DeVante Parker, Mia WR",Dal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
30,"Nick O'Leary, Buf TE",@NE,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
31,"Darren Waller*, Bal WR  IR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
32,"Brett Hundley, GB QB",@Min,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
33,"Kenny Hilliard, Hou RB",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
34,"Aaron Ripkowski, GB RB",@Min,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
35,"Phillip Dorsett*, Ind WR  O",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
36,"Ben Koyack, Jax TE",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
37,"Kennard Backman, GB TE",@Min,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
38,"Tyler Kroft, Cin TE",@Ari,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
39,"Tyler Varga*, Ind RB  IR",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
40,"Duke Johnson Jr., Cle RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
41,"Breshad Perriman*, Bal WR  IR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
42,"Jesse James, Pit TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Mike Davis*, SF RB  IR",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
4,"Kevin White*, Chi WR  O",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
5,"Cameron Artis-Payne, Car RB",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
6,"Jaelen Strong, Hou WR",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
7,"Geoff Swaim, Dal TE",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
8,"Vince Mayle, Dal WR",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
9,"Mario Alford, Cin WR",@Ari,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
10,"DeAndre Smelter*, SF WR  O",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
11,"Duron Carter, Ind WR",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
12,"John Crockett, GB RB",@Min,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
13,"Terrence Magee, Bal RB",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
14,"Seantavius Jones, NO WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
15,"Gus Johnson, Dal RB",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
16,"Zach Zenner*, Det RB  IR",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
17,"Malcolm Brown, StL RB",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
18,"Jarryd Hayne, SF RB",@Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
19,"Brandon Wegher, Car RB",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
20,"Alonzo Harris, GB RB",@Min,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
21,"Corey Grant*, Jax RB  IR",Ten,W 19-13,0/0,0,0,0,0,0,0,0,0,0,0
